,id,text,date,attachments.link.url,attachments.link.title,comments.count,reposts.count,views.count
464,23446613,,1545021045,https://ria.ru/20181217/1548076954.html,"Минздрав разъяснил, за что не должны платить пациенты",128,57,84408
465,23446455,,1545019315,https://ria.ru/20181217/1548076485.html,Изъятое у террористов в Сирии оружие покажут на выставке в Новосибирске,214,7,75104
466,23446314,,1545017463,https://ria.ru/20181217/1548076564.html,"Названа победительница в конкурсе ""Мисс Вселенная""",79,7,76325
467,23446175,,1545015604,https://ria.ru/20181217/1548076312.html,Опубликованы фото упавшего на Украине истребителя Су-27,112,4,73674
468,23446071,,1545013255,https://ria.ru/20181217/1548076275.html,"В Киеве признали, что Евросоюз отказывается пускать Украину на свой рынок",112,6,77137
469,23445963,,1545011126,https://ria.ru/20181217/1548075693.html,Сирия открыла в Крыму совместный торговый дом,69,6,75650
470,23445893,,1545009200,https://ria.ru/20181217/1548075590.html,США отказались от учений в Арктике из-за боязни просить помощь у России,101,14,75299
471,23445797,,1545006990,https://ria.ru/20181217/1548074461.html,Определены траты россиян и украинцев на еду,272,5,72412
472,23445669,,1545004133,https://ria.ru/20181217/1548075202.html,В Брюсселе откроют центр сертификации русского языка как иностранного,22,2,67498
473,23445572,,1545002031,https://ria.ru/20181217/1548074894.html,"В России успешно завершили бросковые испытания МБР ""Сармат""",131,13,74072
474,23445435,,1544999318,https://rsport.ria.ru/20181216/1548073416.html,Российский саночник Репилов победил на Кубке мира в спринте в Лейк-Плэсиде,35,12,72029
475,23445303,"""Ракетные войска стратегического назначения всегда были и остаются надежным гарантом национальной безопасности страны. Высокий уровень подготовки и современное вооружение позволяют личному составу войск гарантированно решать задачи ядерного сдерживания"".",1544997813,https://ria.ru/20181217/1548074282.html,Шойгу поздравил РВСН с праздником,87,15,73963
476,23445157,,1544996010,https://ria.ru/20181216/1548068859.html,Крымские татары рассказали туркам о переменах после присоединения к России,153,9,72652
477,23444897,,1544993679,https://ria.ru/20181216/1548074033.html,"Порошенко готов увольнять чиновников, имеющих родственников из России",220,15,70692
478,23444803,Остров Корфу признан лучшей европейской кинолокацией 2018 года: https://ria.ru/20181216/1548013927.html,1544992697,,,6,5,83636
479,23444711,,1544991568,https://ria.ru/20181216/1548073330.html,"Создатель Vine умер от передозировки наркотиками, пишут СМИ",85,7,77679
480,23444611,"Пять ошибок, навсегда изменивших мир: https://ria.ru/20181216/1548015221.html",1544990335,,,42,11,72594
481,23444508,,1544989224,https://rsport.ria.ru/20181216/1548072835.html,"На хоккейном турнире вместо гимна Белоруссии включили хит ""Песняров""",41,11,72948
482,23444385,,1544988116,https://rsport.ria.ru/20181216/1548071441.html,Российские гандболистки завоевали серебро чемпионата Европы,29,9,76089
483,23444220,,1544986967,https://ria.ru/20181216/1548072482.html,Кожемяко победил на повторных выборах главы Приморья,100,5,73743
484,23444103,,1544986337,https://ria.ru/20181216/1548072296.html,"Би-би-си признала подлинность переписки о поисках ""русского следа"" в Париже",51,3,72707
485,23443939,,1544985174,https://ria.ru/20181216/1548065625.html,"В Крыму предостерегли Турцию от поддержки ""Меджлиса""",72,7,76180
486,23443797,,1544983913,https://ria.ru/20181216/1548071162.html,Порошенко рассказал о сроках действия военного положения на Украине,60,4,75551
487,23443726,,1544983365,,,79,22,77729
488,23443644,Журнал Forbes составил список самых высокооплачиваемых моделей года. Богатые и знаменитые красавицы — в фотоленте Ria.ru: https://ria.ru/20181216/1547994294.html,1544982834,,,50,3,73538
489,23443502,,1544981727,https://rsport.ria.ru/20181216/1548069314.html,"Сборная России выиграла Кубок Первого канала, разгромив Финляндию",63,39,84142
490,23443365,"#РИА_Видео 
В прошлом столетии в Пермь перевезли почти весь речной флот России. Корабли были затоплены. Однако теперь на дне Камского водохранилища находится самое большое кладбище кораблей в мире",1544980630,,,126,71,92941
491,23443179,,1544979463,https://ria.ru/20181216/1548068654.html,"Пародия на автокефалию: как в мире отреагировали на ""объединительный собор""",94,12,71075
492,23443000,#РИА_ФотоДня,1544978505,,,52,5,82946
493,23442825,,1544977409,https://ria.ru/20181216/1548068121.html,Разбившийся 30-летний Су-27 был одним из новейших на Украине,98,4,78835
494,23442672,,1544976471,,,97,33,77653
495,23442582,"Назван продукт, помогающий сбросить лишний вес: https://ria.ru/20181216/1548066316.html",1544975891,,,37,9,75178
496,23442374,"Более 53% японцев считают, что правительство во главе с премьер-министром Синдзо Абэ должно сфокусироваться на переговорах с Россией.",1544974576,https://ria.ru/20181216/1548059522.html,"В Японии провели опрос, посвященный спорным островам",194,5,79242
497,23442194,,1544973354,https://ria.ru/20181216/1548066608.html,В Канаде хозяйка случайно отправила кота по почте,39,12,73866
498,23442064,"#РИА_Видео 
Недавно под Каиром археологи обнаружили нетронутую гробницу возрастом 4400 лет. Выяснили, что ее владелец был священником и надзирателем королевского дворца. А еще там обнаружены 45 резных статуй.",1544972420,,,63,22,76532
499,23441877,,1544971224,https://rsport.ria.ru/20181216/1548059565.html,"Аршавин получил должность в академии ""Зенита""",48,7,74394
500,23441807,,1544970786,,,80,16,73327
501,23441686,"Она обратила внимание на цинизм журналистов телеканала Би-би-си, который ""всю жизнь пропагандировал именно непредвзятый и независимый подход, профессионализм в качестве кредо своего издания"".",1544970005,https://ria.ru/20181216/1548064644.html,"Захарова призвала британскую общественность дать оценку ""фейкам"" Би-би-си",63,6,73055
502,23441549,,1544968824,https://ria.ru/20181216/1548063488.html,Названа стоимость американского истребителя шестого поколения,128,3,69478
503,23441398,"В распоряжение редакции попала переписка корреспондента Русской службы Би-би-си с одним из стрингеров во Франции, который живо интересуется у собеседника, нельзя ли выжать из имеющихся фактов вывод о том, что за происходящим стоит Россия. ""Да, я ищу углы, — говорит в переписке корреспондент Би-би-си. — Редакция требует крови, че"". 
Кому выгодно найти ""русский след"" в протестах во Франции и для чего - в материале Ria.ru.",1544967702,https://ria.ru/20181216/1548055497.html,Колонка Виктора Мараховского,70,9,69515
504,23441257,,1544966733,https://ria.ru/20181216/1548063276.html,В Эстонской церкви главой УПЦ по-прежнему считают митрополита Онуфрия,160,8,72557
505,23441052,,1544965342,https://ria.ru/20181216/1548063141.html,В Приморье пытались голосовать по поддельным паспортам СССР,111,12,71006
506,23440832,,1544964084,https://rsport.ria.ru/20181216/1548062188.html,Российские пловцы установили новый рекорд по победам на чемпионатах мира,42,21,78351
507,23440624,"У петербурженки Галины Ивановны Яковлевой, пережившей блокаду, более полутысячи подопечных — пожилых людей и инвалидов. Несмотря на проблемы со здоровьем, пенсионерка ежедневно отправляется в офисы предпринимателей и фондов, заполняет свой фургончик продуктами, одеждой и развозит нуждающимся. Кроме того, она организует для стариков культурный досуг: добывает бесплатные билеты в театры и музеи.",1544962871,https://ria.ru/20181216/1548009502.html,Бабушка-блокадница из Петербурга купила фургон и развозит еду нуждающимся,83,34,80613
508,23440429,,1544961751,,,137,53,80153
509,23440295,"#РИА_Видео 
Китайский фермер-модник Доу Сяоган создает необычные наряды из предметов домашнего обихода и того, что многие бы отправили в мусор. Этим он хочет показать, что дизайнерское искусство может быть не только красивым, но и экологичным.",1544961087,,,56,5,71685
510,23440062,"И это не то, о чем вы подумали!",1544959870,https://ria.ru/20181216/1548058887.html,Названа древнейшая профессия на Земле,68,5,74700
511,23439869,"18-летняя Юлия Полячихина из Чувашии представляет Россию на конкурсе красоты ""Мисс Вселенная-2018"", который проходит в эти дни в Бангкоке. Девушка уже приняла участие в показе национальных костюмов, купальников и вечерних платьев. Впереди – финал конкурса. Имя победительницы объявят 17 декабря. Болеем за нашу красавицу! 🇷🇺",1544958960,,,218,24,86143
512,23439751,,1544958234,https://ria.ru/20181216/1548059130.html,"УПЦ отказалась признать созданную на ""объединительном соборе"" Церковь",160,7,71380
513,23439446,"В качестве главной новогодней елки России в этом году выбрали столетнее дерево из Щелковского района Московской области. Высота елки составляет 27 метров, диаметр — 60 сантиметров 🎄🎅🏻",1544956688,https://ria.ru/20181216/1548059697.html,В Подмосковье срубили главную новогоднюю ель страны,188,17,78643
514,23439263,,1544955577,https://ria.ru/20181216/1548059451.html,Кожемяко лидирует на повторных выборах главы Приморья,118,2,71363
515,23439089,"#РИА_Видео 
Владимир Путин встретился с Артёмом Пальяновым из Ленинградской области – мальчиком, который мечтал увидеть Санкт-Петербург с высоты птичьего полёта, и желание которого глава государства ранее обещал исполнить. Президент поздравил Артема и его семью с наступающими праздниками, вручил подарки и лично проводил их до вертолетной площадки. После полета Путин поинтересовался у ребёнка, как он покатался. ""Обалденно"", - ответил тот.",1544954511,,,458,27,100005
516,23438854,"Ранее СМИ сообщили, что пилота Georgian Airways временно отстранили от работы за любовь к российской столице. Во время посадки пилот обратился к диспетчеру одного из аэропортов города со словами ""любимая великая Москва"".",1544953056,https://ria.ru/20181216/1548057068.html,"""Победа"" готова взять грузинского пилота, признавшегося в любви к Москве",158,25,83431
517,23438688,,1544951874,https://ria.ru/20181216/1548057595.html,"Би-би-си требует доказать ""вмешательство России"" в протесты во Франции",162,10,74947
518,23438545,"#РИАрхив 
Сегодня день рождения празднует актриса и режиссер Светлана Дружинина.",1544950946,,,34,18,79319
519,23438416,"СМИ сообщили, что пассажирский автобус, следовавший из Генуи в Дюссельдорф, попал в ДТП недалеко от швейцарского Цюриха. В результате аварии один человек погиб, 44 пострадали.",1544950033,https://ria.ru/20181216/1548057041.html,В ДТП с автобусом в Швейцарии пострадали десять россиян,60,4,70662
520,23438192,"Ягуары смогли выбраться из вольера в то время, когда в зоопарке были посетители. Усыпить животных возможности не было и их застрелили.",1544948579,https://ria.ru/20181216/1548056405.html,Два ягуара сбежали из Афинского зоопарка ,120,5,76641
521,23438065,,1544947839,,,124,92,86397
522,23437916,"""Бегущая мишень"": в Сети высмеяли новый автомобиль Нацгвардии Украины: https://ria.ru/20181216/1548056097.html",1544946884,,,287,11,83759
523,23437730,"В Киеве завершился ""объединительный собор"", на котором был избран глава создаваемой властями ""незалежной церкви"". Им стал представитель раскольнического ""Киевского патриархата"" Епифаний Думенко. О том, какими проблемами для светского Киева чревато его избрание и что будет дальше с украинским православием, — в материале Ria.ru.",1544945361,https://ria.ru/20181215/1548049422.html,"Чем обернется ""объединительный собор"" для Украины",200,3,75584
524,23437612,,1544944203,https://ria.ru/20181216/1548054687.html,В ЦИК рассказали о ходе губернаторских выборов в Приморье,49,3,71550
525,23437524,,1544943429,https://ria.ru/20181216/1548052836.html,"""Роскосмос"" расскажет о появлении дыры в ""Союзе"" иностранным партнерам",78,5,67024
526,23437426,Сборная России со счетом 7:2 разгромила чехов в своем втором матче на домашнем этапе Евротура - Кубке Первого канала. Самые запоминающиеся моменты встречи смотрите в нашей фотоленте: https://rsport.ria.ru/20181215/1548042637.html,1544942250,,,44,36,84691
527,23437274,"#РИА_ДеньРождения 
В этот день юбилей отмечает Юрий Николаев. Для нескольких поколений его имя неизменно связано с одной из самых популярных передач советского телевидения – музыкальной программой ""Утренняя почта"". Николаев был ее бессменным ведущим с 1975 по 1991 год. Некоторые зрители помнят его по другим телевизионным проектам – ""Спокойной ночи, малыши!"" или ""Танцы со звездами"". Сейчас Юрий Николаев продолжает работать на телевидении и ведет новое утреннее шоу. Поздравляем с днем рождения!",1544940799,,,72,23,84951
528,23437154,,1544939571,https://rsport.ria.ru/20181216/1548054280.html,Юниорская сборная России стала победителем Турнира четырех наций в США,28,15,75548
529,23436976,"#РИА_ДеньвИстории 
21 год назад в эфир вышла скандально известная 38 серия первого сезона аниме ""Покемон"". По сюжету главные герои оказываются внутри компьютера, где им предстоит уничтожить опасный вирус. На 20-й минуте происходит взрыв, сопровождающийся частой сменой красного и синего цветов. Серия вызвала у юных зрителей эпилептические припадки. 685 японских детей в возрасте от трех лет пришлось госпитализировать. По этой причине данная серия не вышла в эфир в других странах мира.",1544937571,,,73,28,83116
530,23436907,,1544936397,https://ria.ru/20181216/1548053545.html,В Вологде после взрыва газа в жилом доме ввели режим ЧС,49,7,65668
531,23436838,,1544935345,https://ria.ru/20181216/1548052708.html,Семья погибшей в США девочки из Гватемалы требует прозрачного расследования,30,1,68322
532,23436723,,1544933229,https://ria.ru/20181216/1548052573.html,Японская газета рассказала о возрождении рыбной отрасли России,184,14,73410
533,23436598,,1544931033,https://ria.ru/20181216/1548051830.html,Конструктор украинских бронекатеров пожаловался на отсутствие ракет,70,7,68141
534,23436504,,1544928622,https://ria.ru/20181216/1548052238.html,National Interest сравнил российский Ил-112В с украинским Ан-140,79,4,66096
535,23436411,,1544926744,https://ria.ru/20181216/1548052011.html,В Нью-Джерси запретят цирковые представления с дикими животными,66,12,73158
536,23436321,,1544924818,https://ria.ru/20181216/1548052352.html,Apple обвинили в завышении характеристик iPhone X,68,2,65293
537,23436242,,1544922608,https://ria.ru/20181216/1548051071.html,Эксперт: власти США ответственны за трагедию с гватемальской девочкой,89,3,66626
538,23436132,,1544919597,https://rsport.ria.ru/20181215/1548045487.html,Российский саночник Репилов завоевал золото на этапе Кубка мира в США,44,12,70806
539,23436018,,1544917647,https://ria.ru/20181216/1548051731.html,"США призвали Германию отказаться от ""Северного потока — 2""",128,5,68200
540,23435860,,1544914855,https://ria.ru/20181216/1547997419.html,В Эквадоре воскресла рогатая сумчатая лягушка,55,16,69263
541,23435629,,1544912330,https://ria.ru/20181216/1548050764.html,В жилом доме в Вологде взорвался газ,86,12,72967
542,23435536,,1544911537,https://ria.ru/20181216/1548050672.html,"Представитель патриарха Кирилла назвал ""собор"" в Киеве сборищем разбойников",208,6,75387
543,23435336,,1544909415,https://ria.ru/20181215/1548012569.html,Назван лучший архитектурный проект мира,51,7,72287
544,23435105,,1544907311,https://ria.ru/20181215/1548049787.html,"В Сети высмеяли фотографию Порошенко с ""объединительного собора""",122,7,70210
545,23435004,,1544906563,https://ria.ru/20181215/1548049868.html,"Умер артист из ""Кривого зеркала"" Обид Асомов",80,20,72316
546,23434860,,1544905447,https://ria.ru/20181215/1548030928.html,"В Крыму заявили, что ЕС живет в параллельной реальности",109,7,72866
547,23434607,,1544903493,https://rsport.ria.ru/20181215/1548047093.html,МОК потребовал от Зубкова и еще 10 россиян вернуть медали ОИ в Сочи,139,7,71054
548,23434428,"В Японии стремительно падает рождаемость, а молодые люди не спешат создавать семьи. И если женский страх разрушить карьеру типичен не только для Страны восходящего солнца, то с мужчинами ситуация иная. Они, как отмечают сами японцы, стали ""травоядными"" и избегают интимных отношений. На что уходят их силы — в материале Ria.ru.",1544902280,https://ria.ru/20181215/1548002989.html,Почему японские мужчины перестали заниматься сексом,147,15,75141
549,23434212,,1544901079,https://ria.ru/20181215/1548029520.html,Нобелевский лауреат Надя Мурад потратит премию на строительство больницы,31,8,75380
550,23434003,,1544899880,https://ria.ru/20181215/1548047241.html,"БПЦ назвала ""новую церковь"" на Украине раскольнической",249,10,73310
551,23433786,,1544898829,https://rsport.ria.ru/20181215/1548030184.html,Овечкин признан первой звездой дня в НХЛ,49,8,75421
552,23433516,,1544897536,https://ria.ru/20181215/1548041472.html,Названы самые надежные автомобили в мире,87,3,73493
553,23433176,"#РИА_Видео 
Число задержанных на протестах ""желтых жилетов"" в Париже превысило 150 человек, более 100 человек помещены под стражу: https://ria.ru/20181215/1548045874.html",1544896283,,,235,10,82225
554,23432890,,1544895033,https://ria.ru/20181215/1548044954.html,"РПЦ назвала избрание ""главы новой церкви"" на Украине канонически ничтожным",171,5,74570
555,23432745,,1544894470,,,124,77,77406
556,23432582,"#РИА_Видео 
Новогоднее дерево для центральной площади в Челябинской области срубили прямо на улице. Этой елке - полвека. Горожане возмущены таким варварством.",1544893819,,,196,32,83349
557,23432287,"Американским авианосным группам не хватает ""радиуса действия, выносливости, жизнеспособности и специализации"" для проведения операций, способных нанести поражение великим державам.",1544892603,https://ria.ru/20181215/1548045282.html,Американскому флоту предрекли поражение в войне с Россией,427,13,77260
558,23432259,,1544892413,,,121,82,70275
559,23432098,,1544891351,https://ria.ru/20181215/1548042171.html,На стройке в Зеленограде нашли снаряд времен ВОВ,19,6,65748
560,23431952,"#ПРЯМАЯТРАНСЛЯЦИЯ 
Акции протеста ""желтых жилетов"" во Франции. Протесты движения, выступающего в том числе против повышения цен на бензин, начались во Франции 17 ноября. Массовые акции сопровождаются столкновениями с полицией, погромами и поджогами машин, разрушениями магазинов и банков",1544890681,,,123,4,71589
561,23431871,"#ПРЯМАЯТРАНСЛЯЦИЯ 
Владимир Путин выступает с речью на гала-концерте в Большом зале филармонии Санкт-Петербурга по случаю юбилея маэстро Юрия Темирканова",1544890223,,,39,2,66959
562,23431827,,1544889987,https://ria.ru/20181215/1548040454.html,Усик ответил на угрозы из-за обещания защищать Киево-Печерскую лавру,44,5,66729
563,23431613,,1544888670,https://ria.ru/20181215/1548043360.html,"Порошенко объявил о создании ""украинской автокефальной церкви""",182,7,67383
564,23431408,,1544887813,https://ria.ru/20181215/1548042874.html,"На Украине избрали главу ""новой церкви""",230,9,68660
565,23431277,"Президент России поинтересовался у ребёнка, как он покатался. ""Обалденно"", - ответил тот. Президент поинтересовался у мальчика, распаковали ли они подарки, которые им приготовлены. Ребёнок признался, что пока нет. ""Начинайте, - посоветовал Путин, - это приятное занятие"".",1544887242,https://ria.ru/20181215/1548041912.html,"Мальчик рассказал о полете на вертолете, который ему обещал Путин",190,8,76597
566,23431043,"#РИА_Видео 
В Екатеринбурге есть восходящая звезда - мини-пиг Джузеппа 🐽 Анастасия завела себе любимицу недавно - свинке всего полгода и по размеру она меньше кошки, но за ее жизнью в Instagram следят уже более 60 тысяч человек!",1544885789,,,117,28,71034
567,23430736,,1544884045,https://ria.ru/20181215/1548040118.html,На Украине разбился Су-27,185,7,70005
568,23430557,"Современная система навигации, повышенная живучесть, вдвое увеличенный срок службы и новое высокоточное ракетное вооружение — после масштабной модернизации атомные подводные лодки проекта 949А станут действительно универсальными и смогут решать более широкий круг задач. На днях командующий Тихоокеанским флотом адмирал Сергей Авакянц сообщил, что ""Антеи"" адаптируют под ракетный комплекс ""Калибр"". О целях ""тюнинга"" — в материале Ria.ru.",1544882944,https://ria.ru/20181215/1548001411.html,"Зачем атомоходы  ""Антей"" вооружают новыми ракетами",42,10,68727
569,23430301,,1544881664,https://ria.ru/20181215/1548038487.html,Путин прокомментировал ситуацию с отменой рэп-концертов,141,8,67047
570,23430141,"#ПРЯМАЯТРАНСЛЯЦИЯ 
Акции протеста ""желтых жилетов"" во Франции. Протесты движения, выступающего в том числе против повышения цен на бензин, начались во Франции 17 ноября. Массовые акции сопровождаются столкновениями с полицией, погромами и поджогами машин, разрушениями магазинов и банков.",1544880866,,,265,7,71339
571,23430091,,1544880536,https://ria.ru/20181215/1548035706.html,В Египте нашли нетронутую гробницу возрастом более четырех тысяч лет,48,11,64281
572,23429817,,1544879014,https://ria.ru/20181215/1548037386.html,"Названо ""самое счастливое место"" в мире",54,3,63075
573,23429799,,1544878936,,,42,93,71789
574,23429645,"#РИА_Видео 
В Софийском соборе в Киеве начался ""объединительный собор"" по созданию ""новой церкви"" на Украине. Он должен избрать предстоятеля церкви и принять ее устав, проект которого уже подготовили в Константинополе.",1544878305,,,185,6,66841
575,23429508,"#ПРЯМАЯТРАНСЛЯЦИЯ 
Акции протеста ""желтых жилетов"" во Франции. Протесты движения, выступающего в том числе против повышения цен на бензин, начались во Франции 17 ноября. Массовые акции сопровождаются столкновениями с полицией, погромами и поджогами машин, разрушениями магазинов и банков.",1544877584,,,72,10,64406
576,23429262,"Без малого сто жителей Камчатки уже полгода не платят за электроэнергию, воду и другие услуги ЖКХ. Их аргументы следующие: власть принадлежит народу, а ресурсы должны быть бесплатными, за них уже рассчиталось государство, поэтому квитанции со счетами незаконны. В адрес организаций, предоставляющих коммунальные услуги, они присылают копии ""публичных договоров"", заключенных ""с профсоюзом и самим президентом страны"".",1544876311,https://ria.ru/20181215/1548003722.html,"На Камчатке члены ""профсоюза СССР"" отказываются платить за коммуналку",344,88,79042
577,23429043,"#ПРЯМАЯТРАНСЛЯЦИЯ 
Владимир Путин принимает участие в заседании Совета по культуре и искусству",1544874984,,,130,11,66574
578,23429002,"Путин встретился с мальчиком, которому обещал полет над Петербургом: https://ria.ru/20181215/1548036178.html",1544874688,,,244,8,87476
579,23428836,"В Ростове-на-Дону состоялась торжественная церемония открытия памятника ""Авиаторам всех поколений"". Монумент установлен в память о летчиках и авиационных техниках 4 Воздушной армии, которые внесли неоценимый вклад в дело Победы в Великой Отечественной войне и освобождение Ростова-на-Дону: https://ria.ru/20181215/1548032007.html",1544873270,,,63,23,68632
580,23428697,,1544872160,https://ria.ru/20181215/1548035319.html,"Митрополит Агапит рассказал, как сотрудник СБУ привез его в Киев",38,9,62503
581,23428659,,1544871827,,,106,86,78216
582,23428479,,1544870270,https://rsport.ria.ru/20181215/1548034779.html,IBU не отстранил российских биатлонистов из-за расследования в Австрии,21,7,63549
583,23428217,"Сегодня Международный день чая! ☕ Черный или улун? С лимоном или с молоком? Проверьте, насколько хорошо вы разбираетесь в чае!",1544868960,https://vk.com/app5671337_-15755094#337049,Пройти тест! ,92,19,76551
584,23428164,В Крыму самосвал сорвался с обрыва и упал на территорию аквапарка: https://ria.ru/20181215/1548033214.html,1544868601,,,64,17,74538
585,23427980,"#ПРЯМАЯТРАНСЛЯЦИЯ 
Акции протеста ""желтых жилетов"" во Франции. Протесты движения, выступающего в том числе против повышения цен на бензин, начались во Франции 17 ноября. Массовые акции сопровождаются столкновениями с полицией, погромами и поджогами машин, разрушениями магазинов и банков.",1544867521,,,160,13,71172
586,23427957,,1544867418,https://ria.ru/20181215/1548032988.html,Неизвестные захватили собор канонической УПЦ в Виннице,26,3,59091
587,23427709,"На улицах города бронетехника, закрыты многие станции метро, полицией уже задержаны двадцать пять человек.",1544866334,https://ria.ru/20181215/1548032615.html,"В Париже полиция применила слезоточивый газ для разгона ""желтых жилетов""",82,7,65864
588,23427432,,1544864862,https://ria.ru/20181215/1548032036.html,"На ""объединительный собор"" в Киеве прибыли два представителя УПЦ",80,2,64609
589,23427390,,1544864614,,,456,105,71517
590,23427179,,1544863197,https://ria.ru/20181215/1548031390.html,"Депутат Рады назвал Порошенко ""крысой, загнанной в угол""",79,7,65083
591,23427026,Опубликовано видео возвращения Ту-160 из Венесуэлы: https://ria.ru/20181215/1548028488.html,1544862225,,,74,9,74629
592,23426891,,1544861411,https://ria.ru/20181215/1548031458.html,"В Париже начались задержания перед акцией ""желтых жилетов""",84,3,64220
593,23426740,"#РИА_ДеньРождения 
В этот день юбилей отмечает народная артистка России Екатерина Шаврина. Она рано потеряла родителей, с 14 лет начала работать. Позже Шаврина поступила во Всероссийскую творческую мастерскую эстрадного искусства в Москве, затем в Училище Ипполитова-Иванова и ГИТИС имени Луначарского. За более чем 50 лет творческой деятельности Шаврина исполнила несколько сотен песен, многие из которых стали настоящими хитами: ""Гляжу в озера синие"", ""Нарьян-Мар"", ""Разлюли-малина"", ""Тополя"", ""Марьина роща"". Она стала единственной русской певицей, дважды выступавшей в ООН. С юбилеем!",1544860034,,,47,13,69667
594,23426573,,1544858633,https://ria.ru/20181215/1548030363.html,Мошенники придумали новый способ вымогательства денег у автомобилистов,81,20,65771
595,23426375,"Ранее в Сети появились фотографии человека в рясе и лоферах от люксового бренда стоимостью около 45 тысяч рублей, что вызвало общественный резонанс.",1544857123,https://ria.ru/20181215/1548030031.html,"Прихожанин рассказал о ""модном"" священнике",214,6,64989
596,23426174,,1544855391,https://ria.ru/20181215/1548028634.html,Константинопольский митрополит поддержал РПЦ в украинском вопросе,120,3,68115
597,23426049,,1544854320,https://ria.ru/20181215/1548029325.html,Пентагон не ответил на предложение Шойгу обсудить разногласия по ДРСМД,90,10,67867
598,23425918,Жан-Клод Юнкер отметился странным поведением во время саммита лидеров ЕС: https://ria.ru/20181215/1548027666.html,1544853170,,,112,11,80610
599,23425750,"#РИА_ДеньвИстории 
День памяти учрежден в 1991 году по решению Союза журналистов России. Он призван напомнить о вкладе представителей этой профессии в развитие общества. В память о погибших российских журналистах редакциями различных СМИ учреждены специальные премии. МИА ""Россия сегодня"" ежегодно проводит конкурс фотожурналистики имени Андрея Стенина, погибшего в Донецке в 2014 году.",1544850974,,,38,42,79599
600,23425696,,1544850023,https://ria.ru/20181215/1548028414.html,В Китае начали задерживать отказывающихся освободить чужие места в поезде,40,4,65260
601,23425554,,1544847617,https://ria.ru/20181215/1548027194.html,Ту-160 вернулись в Россию из Венесуэлы,87,7,73242
602,23425321,,1544845083,https://ria.ru/20181215/1548027809.html,"Бутина может дать показания по другому уголовному делу, пишут СМИ",118,4,69876
603,23425168,,1544843073,https://ria.ru/20181215/1548027857.html,Россия внесла в Генассамблею ООН проект резолюции по сохранению ДРСМД,82,5,69633
604,23425020,,1544841117,https://ria.ru/20181214/1548023799.html,Правительству Украины предложили отменить поезда в Россию,151,8,71791
605,23424921,,1544839224,https://ria.ru/20181215/1548027123.html,Эксперты назвали регионы с самым дорогим новогодним столом,147,5,68523
606,23424806,,1544836612,https://ria.ru/20181215/1548026919.html,"Дайвера из Перу ""раздуло"" после несчастного случая на рыбалке",58,3,66626
607,23424672,,1544834469,https://ria.ru/20181215/1548025119.html,Еврокомиссия пригласила Россию и Украину в Брюссель на переговоры по газу,168,2,68320
608,23424551,,1544832261,https://ria.ru/20181214/1548023961.html,"Архиепископ УПЦ назвал ""объединительный собор"" сатанинским сборищем",52,6,65261
609,23424379,,1544829855,https://ria.ru/20181215/1548024597.html,Министр обороны Эстонии назвал эстонских военных лучшими в мире,231,6,67826
610,23424205,,1544827203,https://rsport.ria.ru/20181215/1548024540.html,Австрия не предоставила доказательств вины российских биатлонистов,57,7,68090
611,23424036,,1544825193,https://rsport.ria.ru/20181215/1548024922.html,Хоккеисты олимпийской сборной России выиграли турнир в Швейцарии,27,13,71027
612,23423800,"В небе над Нью-Йорком заметили ""доказательство существования НЛО"": 
https://ria.ru/20181215/1548014683.html",1544823082,,,228,16,87368
613,23423639,,1544820980,https://ria.ru/20181214/1548019386.html,Anonymous опубликовали новые данные по Integrity Initiative,30,9,65244
614,23423530,Худшее видео: на YouTube установлен рекорд по дизлайкам: https://ria.ru/20181214/1548019744.html,1544819882,,,15,1,69189
615,23423409,,1544818907,https://rsport.ria.ru/20181214/1548020523.html,"Пихлер: никогда не видел допинга в России, готов предоставить факты",28,6,67591
616,23423232,,1544817746,https://ria.ru/20181214/1548016383.html,"Ученые выяснили, что скрывается под ""замком Дракулы""",30,2,64206
617,23422936,,1544816367,https://ria.ru/20181214/1548022495.html,"Меркель заявила, что оснований для отмены санкций против России нет",169,9,68589
618,23422804,,1544815434,https://ria.ru/20181214/1547999061.html,Дед Мороз и валенки. Где в эти выходные пройдут лучшие фестивали России,17,6,64806
619,23422662,,1544814453,https://ria.ru/20181214/1548008441.html,В Курске глав благотворительного фонда осудили за изнасилование работника,99,5,68833
620,23422541,"Химики из МГУ превратили лазерную указку в ""джедайский меч"": https://ria.ru/20181214/1547989784.html",1544813423,,,25,13,76043
621,23422383,,1544812485,https://rsport.ria.ru/20181214/1548020962.html,Гандболистки сборной России вышли в финал ЧЕ впервые с 2006 года,23,13,70380
622,23422181,,1544811413,https://ria.ru/20181214/1547981584.html,"Лукашенко заявил, что в Белоруссии никогда не будет ""так, как на Украине""",152,12,74276
623,23422040,,1544810517,,,62,33,79208
